14.7956;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.8;14.8
15.3918;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;15.09;15.09
15.3409;0.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;15.18;15.18
15.2754;0.0;0.0;84.0;84.0;84.0;84.0;84.0;84.0;84.0;84.0;84.0;84.0;84.0;84.0;84.0;84.0;84.0;84.0;84.0;84.0;15.2;15.2
15.29;100.0;18.0;11.0;84.0;84.0;84.0;84.0;84.0;84.0;84.0;84.0;84.0;84.0;84.0;84.0;84.0;84.0;84.0;84.0;84.0;15.22;15.22
15.6462;100.0;100.0;85.0;76.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;89.0;15.29;15.29
15.9371;100.0;100.0;100.0;91.0;85.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;15.38;15.38
16.0897;100.0;100.0;100.0;100.0;93.0;88.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;92.0;15.47;15.47
16.2133;100.0;100.0;100.0;100.0;100.0;93.0;89.0;93.0;93.0;93.0;93.0;93.0;93.0;93.0;93.0;93.0;93.0;93.0;93.0;93.0;15.55;15.55
15.2973;0.0;12.0;23.0;38.0;50.0;51.0;49.0;48.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;15.53;15.53
15.0137;0.0;0.0;9.0;19.0;32.0;43.0;44.0;43.0;42.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;54.0;15.48;15.48
15.1373;100.0;30.0;9.0;17.0;25.0;37.0;47.0;47.0;46.0;45.0;56.0;56.0;56.0;56.0;56.0;56.0;56.0;56.0;56.0;56.0;15.45;15.45
15.1155;0.0;85.0;29.0;9.0;17.0;25.0;36.0;46.0;46.0;45.0;44.0;55.0;55.0;55.0;55.0;55.0;55.0;55.0;55.0;55.0;15.43;15.43
14.941;0.0;0.0;39.0;20.0;8.0;15.0;22.0;33.0;43.0;43.0;42.0;41.0;52.0;52.0;52.0;52.0;52.0;52.0;52.0;52.0;15.39;15.39
15.1518;100.0;55.0;52.0;63.0;41.0;19.0;25.0;30.0;39.0;47.0;48.0;47.0;46.0;55.0;55.0;55.0;55.0;55.0;55.0;55.0;15.38;15.38
14.9774;0.0;55.0;38.0;36.0;47.0;34.0;18.0;23.0;28.0;36.0;44.0;45.0;44.0;43.0;53.0;53.0;53.0;53.0;53.0;53.0;15.35;15.35
14.9265;0.0;0.0;48.0;35.0;33.0;44.0;32.0;17.0;22.0;27.0;36.0;44.0;44.0;43.0;42.0;52.0;52.0;52.0;52.0;52.0;15.33;15.33
15.1882;100.0;84.0;54.0;68.0;54.0;53.0;59.0;46.0;27.0;31.0;35.0;42.0;48.0;49.0;48.0;47.0;55.0;55.0;55.0;55.0;15.32;15.32
15.2173;100.0;100.0;85.0;56.0;69.0;56.0;54.0;60.0;47.0;28.0;32.0;36.0;42.0;49.0;49.0;48.0;47.0;55.0;55.0;55.0;15.31;15.31
15.2391;100.0;100.0;100.0;86.0;58.0;70.0;57.0;55.0;61.0;48.0;29.0;32.0;36.0;43.0;49.0;49.0;48.0;48.0;56.0;56.0;15.31;15.31
15.3481;100.0;100.0;100.0;100.0;89.0;65.0;74.0;61.0;60.0;64.0;52.0;32.0;35.0;39.0;45.0;51.0;51.0;50.0;49.0;57.0;15.31;15.31
15.4354;100.0;100.0;100.0;100.0;100.0;91.0;69.0;76.0;64.0;63.0;67.0;54.0;34.0;37.0;41.0;47.0;52.0;52.0;51.0;51.0;15.32;15.32
15.5545;100.0;100.0;100.0;100.0;100.0;100.0;93.0;74.0;79.0;68.0;67.0;70.0;58.0;37.0;40.0;43.0;49.0;54.0;54.0;53.0;15.33;15.33
15.5765;100.0;100.0;100.0;100.0;100.0;100.0;100.0;93.0;74.0;79.0;68.0;67.0;70.0;58.0;38.0;41.0;44.0;49.0;54.0;54.0;15.34;15.34
15.7227;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;94.0;78.0;82.0;72.0;70.0;73.0;62.0;41.0;44.0;46.0;51.0;56.0;15.35;15.35
15.613;0.0;57.0;61.0;72.0;77.0;82.0;82.0;83.0;88.0;83.0;70.0;75.0;66.0;65.0;68.0;58.0;40.0;42.0;45.0;50.0;15.36;15.36
15.3718;0.0;0.0;29.0;32.0;45.0;52.0;58.0;59.0;60.0;69.0;66.0;58.0;64.0;57.0;57.0;59.0;52.0;36.0;39.0;42.0;15.36;15.36
15.2037;0.0;0.0;0.0;22.0;24.0;36.0;42.0;48.0;49.0;51.0;61.0;58.0;52.0;57.0;52.0;52.0;55.0;48.0;35.0;37.0;15.36;15.36
15.2549;100.0;23.0;11.0;9.0;28.0;30.0;39.0;45.0;51.0;52.0;53.0;62.0;60.0;53.0;59.0;54.0;53.0;56.0;49.0;36.0;15.35;15.35
15.4522;100.0;100.0;60.0;38.0;32.0;43.0;45.0;51.0;55.0;59.0;59.0;60.0;67.0;65.0;58.0;63.0;58.0;57.0;59.0;53.0;15.36;15.36
