26.6247;1.0
26.4705;1.0
26.3373;1.0
26.3302;1.0
26.3302;1.0
26.3373;1.0
26.5897;0.0
26.5686;0.0
26.7229;0.0
26.6318;0.0
26.6458;0.0
25.9095;0.0
25.7693;1.0
25.629;1.0
25.6921;0.0
25.4818;1.0
25.2925;1.0
25.3766;1.0
25.2644;1.0
25.2784;1.0
25.4046;0.0
25.4327;0.0
25.5028;0.0
25.4607;0.0
25.3135;0.0
25.0611;0.0
24.9138;1.0
24.9909;0.0
25.0821;0.0
25.5729;0.0
25.3415;0.0
25.1522;0.0
25.3205;0.0
25.1803;0.0
25.0177;0.0
24.8057;0.0
24.9753;0.0
24.4947;0.0
24.6714;0.0
24.735;0.0
24.6432;0.0
24.417;0.0
24.5372;0.0
24.2615;0.0
24.3463;0.0
24.2545;0.0
24.3393;0.0
24.0919;0.0
24.2474;0.0
24.3958;0.0
24.2827;0.0
24.5018;0.0
24.5725;0.0
25.0743;0.0
25.3075;0.0
25.3145;0.0
25.4417;0.0
25.2933;0.0
25.1237;0.0
25.1237;0.0
24.9894;0.0
24.94;0.0
24.9612;0.0
24.8128;0.0
24.7492;0.0
24.5796;0.0
24.6502;0.0
24.6997;0.0
24.8622;0.0
25.0036;0.0
24.9894;0.0
24.8764;0.0
24.8269;0.0
24.735;0.0
24.8269;0.0
24.5937;0.0
24.5654;0.0
25.0248;0.0
25.3287;0.0
26.0354;0.0
26.0495;0.0
26.2191;0.0
26.3675;2.0
26.3887;2.0
26.2545;0.0
26.3181;2.0
26.205;0.0
26.3322;2.0
25.993;0.0
26.1273;0.0
25.8658;0.0
25.894;0.0
26.0283;0.0
25.8163;0.0
26.1202;0.0
26.2191;0.0
26.3887;0.0
26.5725;0.0
26.417;0.0
26.5442;0.0
26.4311;0.0
26.6644;0.0
26.5584;0.0
26.4665;0.0
26.7209;0.0
26.4311;0.0
26.3534;0.0
25.9788;0.0
26.3746;0.0
26.4735;0.0
26.1838;0.0
26.6008;0.0
26.7138;0.0
26.94;0.0
26.9046;0.0
27.7668;0.0
27.6114;0.0
27.6185;0.0
27.2199;0.0
27.1985;0.0
27.0633;0.0
27.0917;0.0
27.1344;0.0
27.2483;0.0
27.2341;0.0
27.5473;0.0
27.4334;0.0
27.3907;0.0
27.4904;0.0
26.9778;0.0
27.1914;0.0
27.7608;0.0
28.1168;0.0
28.5581;0.0
28.978;0.0
28.793;0.0
28.978;0.0
28.5581;0.0
29.0563;0.0
28.6293;0.0
28.7716;0.0
28.1381;0.0
27.6114;0.0
27.953;0.0
27.59;0.0
27.7253;0.0
27.7822;0.0
27.0917;0.0
27.832;0.0
28.1025;0.0
28.8001;0.0
27.7181;0.0
27.2127;0.0
27.17;0.0
26.8212;0.0
26.266;0.0
26.4796;0.0
27.3693;0.0
27.2056;0.0
27.2982;0.0
27.8605;0.0
27.8463;0.0
28.0527;0.0
27.7608;0.0
27.0846;0.0
27.5544;0.0
27.3338;0.0
27.6683;0.0
27.7893;0.0
27.5829;0.0
28.0456;0.0
27.5829;0.0
27.8961;0.0
28.1168;0.0
28.4015;0.0
28.8357;0.0
28.7218;0.0
28.6008;0.0
29.6685;0.0
29.7326;0.0
29.5534;0.0
29.5606;0.0
29.2739;0.0
29.4531;0.0
29.5749;0.0
29.6609;0.0
29.6681;0.0
30.1124;0.0
30.184;0.0
29.7756;0.0
29.8831;0.0
29.9332;0.0
29.7612;0.0
30.1124;0.0
29.9619;0.0
29.8114;0.0
29.4029;0.0
29.2524;0.0
29.2166;0.0
29.3814;0.0
29.2309;0.0
28.6935;1.0
28.7866;0.0
29.0088;0.0
28.8296;0.0
28.7795;0.0
28.9371;0.0
29.0661;0.0
29.0088;0.0
29.4961;0.0
28.9085;0.0
28.9013;0.0
28.8081;0.0
28.7938;0.0
28.0055;0.0
27.9625;0.0
27.5039;1.0
27.4107;1.0
28.0987;0.0
27.9554;0.0
27.4537;0.0
27.6974;0.0
27.3462;0.0
27.2602;0.0
26.6368;1.0
26.9951;0.0
26.3215;0.0
26.8374;0.0
27.5612;0.0
27.3319;0.0
27.4394;0.0
26.4648;0.0
25.9775;0.0
26.3071;0.0
26.7013;0.0
26.6798;0.0
26.8088;0.0
26.5364;0.0
26.6941;0.0
26.9306;0.0
26.4505;0.0
26.1423;0.0
26.3716;0.0
26.2068;0.0
26.3947;0.0
26.8428;0.0
