59.9204;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.92;59.92
59.6831;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.8;59.8
59.2773;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.63;59.63
59.4074;100.0;24.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;59.57;59.57
59.4763;100.0;100.0;33.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;24.0;59.55;59.55
59.6065;100.0;100.0;100.0;45.0;34.0;34.0;34.0;34.0;34.0;34.0;34.0;34.0;34.0;34.0;34.0;34.0;34.0;34.0;34.0;34.0;59.56;59.56
60.219;100.0;100.0;100.0;100.0;70.0;59.0;59.0;59.0;59.0;59.0;59.0;59.0;59.0;59.0;59.0;59.0;59.0;59.0;59.0;59.0;59.66;59.66
60.7626;100.0;100.0;100.0;100.0;100.0;79.0;70.0;70.0;70.0;70.0;70.0;70.0;70.0;70.0;70.0;70.0;70.0;70.0;70.0;70.0;59.79;59.79
60.9158;100.0;100.0;100.0;100.0;100.0;100.0;80.0;72.0;72.0;72.0;72.0;72.0;72.0;72.0;72.0;72.0;72.0;72.0;72.0;72.0;59.92;59.92
60.4181;0.0;24.0;58.0;72.0;74.0;75.0;77.0;64.0;59.0;59.0;59.0;59.0;59.0;59.0;59.0;59.0;59.0;59.0;59.0;59.0;59.97;59.97
60.3415;0.0;0.0;21.0;55.0;70.0;71.0;72.0;74.0;63.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;57.0;60.0;60.0
60.6784;100.0;81.0;37.0;46.0;64.0;74.0;76.0;76.0;77.0;67.0;62.0;62.0;62.0;62.0;62.0;62.0;62.0;62.0;62.0;62.0;60.06;60.06
60.0965;0.0;37.0;34.0;23.0;30.0;47.0;59.0;61.0;61.0;63.0;56.0;52.0;52.0;52.0;52.0;52.0;52.0;52.0;52.0;52.0;60.06;60.06
60.3722;100.0;32.0;51.0;48.0;35.0;40.0;53.0;62.0;64.0;65.0;66.0;59.0;56.0;56.0;56.0;56.0;56.0;56.0;56.0;56.0;60.08;60.08
60.8622;100.0;100.0;57.0;65.0;63.0;49.0;52.0;61.0;68.0;69.0;69.0;70.0;64.0;60.0;60.0;60.0;60.0;60.0;60.0;60.0;60.14;60.14
60.4947;0.0;57.0;68.0;45.0;54.0;52.0;42.0;45.0;54.0;61.0;63.0;63.0;64.0;59.0;56.0;56.0;56.0;56.0;56.0;56.0;60.16;60.16
60.2497;0.0;0.0;44.0;56.0;39.0;48.0;46.0;38.0;42.0;50.0;58.0;59.0;60.0;61.0;56.0;53.0;53.0;53.0;53.0;53.0;60.16;60.16
60.4564;100.0;46.0;25.0;53.0;61.0;45.0;52.0;51.0;43.0;45.0;53.0;60.0;61.0;61.0;63.0;58.0;55.0;55.0;55.0;55.0;60.18;60.18
57.1947;0.0;6.0;6.0;5.0;15.0;20.0;18.0;23.0;22.0;21.0;23.0;29.0;34.0;35.0;36.0;37.0;35.0;34.0;34.0;34.0;60.02;60.02
56.8884;0.0;0.0;5.0;5.0;5.0;14.0;19.0;17.0;22.0;21.0;20.0;22.0;27.0;33.0;34.0;35.0;36.0;34.0;33.0;33.0;59.87;59.87
56.6511;0.0;0.0;0.0;5.0;5.0;4.0;14.0;18.0;16.0;21.0;21.0;19.0;21.0;26.0;32.0;33.0;34.0;35.0;33.0;32.0;59.71;59.71
56.5592;0.0;0.0;0.0;0.0;5.0;5.0;4.0;13.0;18.0;16.0;20.0;20.0;19.0;21.0;26.0;32.0;33.0;33.0;34.0;33.0;59.57;59.57
56.6051;100.0;33.0;12.0;7.0;1.0;6.0;6.0;5.0;14.0;18.0;17.0;21.0;21.0;19.0;21.0;27.0;32.0;33.0;34.0;35.0;59.44;59.44
56.8654;100.0;100.0;77.0;48.0;33.0;7.0;12.0;11.0;10.0;18.0;22.0;20.0;24.0;24.0;22.0;24.0;29.0;34.0;35.0;36.0;59.33;59.33
57.1564;100.0;100.0;100.0;87.0;64.0;48.0;13.0;17.0;16.0;15.0;22.0;26.0;24.0;27.0;27.0;25.0;27.0;31.0;36.0;37.0;59.25;59.25
57.1487;0.0;97.0;99.0;99.0;86.0;64.0;48.0;13.0;17.0;16.0;15.0;22.0;26.0;24.0;27.0;27.0;25.0;27.0;31.0;36.0;59.17;59.17
57.0722;0.0;0.0;78.0;87.0;88.0;77.0;59.0;45.0;13.0;17.0;16.0;15.0;22.0;25.0;23.0;27.0;27.0;25.0;26.0;31.0;59.09;59.09
57.1104;100.0;33.0;31.0;80.0;87.0;88.0;78.0;61.0;47.0;14.0;17.0;17.0;15.0;22.0;26.0;24.0;27.0;27.0;25.0;27.0;59.02;59.02
